檔案名稱,影片秒數,眨眼次數,平均眨眼秒數
000_003.mp4,15.84,34,0.521808588143551
001_870.mp4,18.4,40,0.5242775953733004
002_006.mp4,23.1,61,0.5160820563634236
003_000.mp4,12.12,26,0.5375857734680176
004_982.mp4,12.36,28,0.5072072611914741
005_010.mp4,15.4,33,0.5290514007210732
006_002.mp4,10.333333333333334,27,0.5351463281191312
007_132.mp4,20.2,46,0.498109409544203
008_990.mp4,25.48,54,0.5324388540016031
009_027.mp4,19.6,48,0.558122695760524
010_005.mp4,18.96,41,0.5320960938930511
011_805.mp4,26.333333333333332,55,0.5301525460349189
012_026.mp4,14.52,33,0.5003198683261871
013_883.mp4,13.28,28,0.5351653982091833
014_790.mp4,22.533333333333335,61,0.5024043122927347
015_919.mp4,14.566666666666666,37,0.5462548600302802
016_209.mp4,22.6,57,0.5363090251173291
017_803.mp4,15.92,36,0.5119138445172992
018_019.mp4,14.4,39,0.510697088743511
019_018.mp4,46.166666666666664,123,0.5106192436374601
020_344.mp4,15.6,35,0.5101821492700016
021_312.mp4,14.366666666666667,39,0.5063381132326628
022_489.mp4,10.833333333333334,30,0.4990746810518462
023_923.mp4,22.12,50,0.5086176541386819
024_073.mp4,12.24,27,0.5121937348292425
025_067.mp4,24.9,65,0.5368187390267849
026_012.mp4,12.88,28,0.5356361689390959
027_009.mp4,10.5,28,0.521015379163954
028_068.mp4,14.466666666666667,38,0.5185338033212198
029_048.mp4,16.64,36,0.5251880986349923
030_193.mp4,9.9,27,0.6410213433779203
031_163.mp4,16.066666666666666,44,0.5060455133748609
032_944.mp4,10.333333333333334,27,0.529076622082637
033_097.mp4,32.36,70,0.5144837697347006
034_590.mp4,13.566666666666666,38,0.49704393180640966
035_036.mp4,16.92,35,0.5439858296338249
036_035.mp4,13.48,32,0.4797440036650627
037_072.mp4,18.16,41,0.5014832079410553
038_125.mp4,10.166666666666666,26,0.5197667980194092
039_058.mp4,20.3,54,0.5089927889266104
040_997.mp4,21.92,44,0.5085968305898267
041_063.mp4,13.96,29,0.5507856011390686
042_084.mp4,14.083333333333334,31,0.49436673323313396
043_110.mp4,16.5,44,0.5137239944103152
044_945.mp4,11.166666666666666,31,0.4947174151738485
045_889.mp4,14.0,30,0.6452427979173332
046_904.mp4,16.8,44,0.5225127963132636
047_862.mp4,10.633333333333333,28,0.5328522081728335
048_029.mp4,19.4,38,0.5407102816813701
049_946.mp4,12.0,31,0.5299644072850546
050_059.mp4,21.2,39,0.609640403797752
051_332.mp4,28.68,62,0.5241133814952412
052_108.mp4,10.766666666666667,29,0.6543595279966082
053_095.mp4,16.68,36,0.5333996636526925
054_071.mp4,12.266666666666667,33,0.5066032782196999
055_147.mp4,13.133333333333333,35,0.5136642035316018
056_996.mp4,14.92,32,0.5296477348573746
057_070.mp4,17.24,39,0.49255844793821635
058_039.mp4,22.3,60,0.5064374188245353
059_050.mp4,28.84,64,0.5089912263173906
060_088.mp4,33.76,74,0.519961268934485
061_080.mp4,13.48,31,0.5023651123046875
062_066.mp4,14.1,37,0.5125976867145963
