檔案名稱,影片秒數,眨眼次數,平均眨眼秒數
000_003.mp4,15.84,7,2.566434065500895
001_870.mp4,18.4,23,0.8333659063686024
002_006.mp4,23.1,50,0.6496862246065723
003_000.mp4,12.12,15,0.9340749297823224
004_982.mp4,12.36,24,0.6007495133773141
005_010.mp4,15.4,15,1.2259911128452845
006_002.mp4,10.333333333333334,13,0.4638638695081075
007_132.mp4,20.2,22,1.0595105489095051
008_990.mp4,25.48,24,1.2487347540648088
009_027.mp4,19.6,43,0.6298202843893141
010_005.mp4,18.96,3,5.410954117774963
011_805.mp4,26.333333333333332,64,0.5913856597173781
012_026.mp4,14.52,5,3.9381843209266663
013_883.mp4,13.28,0,0
014_790.mp4,22.533333333333335,68,0.5129458548417732
015_919.mp4,14.566666666666666,43,0.47703713462466285
016_209.mp4,22.6,59,0.5509140121525732
017_803.mp4,15.92,0,0
018_019.mp4,14.4,2,4.36340856552124
019_018.mp4,46.166666666666664,54,1.2756228581914362
020_344.mp4,15.6,39,0.5513994129080522
021_312.mp4,14.366666666666667,22,0.8677480447859991
022_489.mp4,10.833333333333334,2,10.023969173431396
023_923.mp4,22.12,25,1.0981634457906086
024_073.mp4,12.24,11,1.5305342197418212
025_067.mp4,24.9,6,5.138124608993531
026_012.mp4,12.88,29,0.5870239990098136
027_009.mp4,10.5,23,0.6739690737290815
028_068.mp4,14.466666666666667,1,0
029_048.mp4,16.64,3,8.751153945922852
030_193.mp4,9.9,6,1.6817943096160888
031_163.mp4,16.066666666666666,9,2.186583787202835
032_944.mp4,10.333333333333334,0,0
033_097.mp4,32.36,74,0.5220248078646725
034_590.mp4,13.566666666666666,1,0
035_036.mp4,16.92,0,0
036_035.mp4,13.48,7,0.9092086950937907
037_072.mp4,18.16,7,1.905001958211263
038_125.mp4,10.166666666666666,1,0
039_058.mp4,20.3,61,0.48171942234039306
040_997.mp4,21.92,7,4.09652574857076
041_063.mp4,13.96,13,1.2408773303031921
042_084.mp4,14.083333333333334,7,2.6669936180114746
043_110.mp4,16.5,50,0.5812127298238327
044_945.mp4,11.166666666666666,16,1.1964557011922201
045_889.mp4,14.0,0,0
046_904.mp4,16.8,0,0
047_862.mp4,10.633333333333333,13,1.3949521978696187
048_029.mp4,19.4,0,0
049_946.mp4,12.0,8,2.319697856903076
050_059.mp4,21.2,21,0.9866376280784607
051_332.mp4,28.68,64,0.6110766501653762
052_108.mp4,10.766666666666667,8,2.528461115700858
053_095.mp4,16.68,24,0.856045215026192
