video_id,blink_count,avg_blink_duration
000_003.mp4,15,1.188921264
001_870.mp4,32,0.618004145
002_006.mp4,57,0.570060985
003_000.mp4,18,0.791071892
004_982.mp4,26,0.556434469
005_010.mp4,23,0.784114599
006_002.mp4,14,0.66692853
007_132.mp4,29,0.781577553
008_990.mp4,32,0.925900344
009_027.mp4,55,0.484287637
010_005.mp4,9,2.441162676
011_805.mp4,64,0.461961421
012_026.mp4,6,2.85262599
013_883.mp4,0,0
014_790.mp4,68,0.45583372
015_919.mp4,44,0.463514444
016_209.mp4,68,0.463271013
017_803.mp4,0,0
018_019.mp4,4,1.817072948
019_018.mp4,74,0.86762538
020_344.mp4,39,0.470679672
021_312.mp4,27,0.696786835
022_489.mp4,3,4.991384983
023_923.mp4,32,0.809238611
024_073.mp4,14,1.054876126
025_067.mp4,14,2.078272783
026_012.mp4,31,0.46648647
027_009.mp4,23,0.634533351
028_068.mp4,2,13.06043291
029_048.mp4,3,8.280468702
030_193.mp4,7,1.373808901
031_163.mp4,20,0.983615072
032_944.mp4,0,0
033_097.mp4,76,0.472949657
034_590.mp4,2,11.77024078
035_036.mp4,0,0
036_035.mp4,12,1.248480927
037_072.mp4,11,1.540607762
038_125.mp4,1,0
039_058.mp4,61,0.449042066
040_997.mp4,9,2.367330313
041_063.mp4,17,0.772371218
042_084.mp4,12,1.191194881
043_110.mp4,50,0.45273485
044_945.mp4,19,0.751158741
045_889.mp4,0,0
046_904.mp4,1,0
047_862.mp4,17,0.871171609
048_029.mp4,0,0
049_946.mp4,9,1.851055831
050_059.mp4,27,0.889025248
051_332.mp4,70,0.464367452
052_108.mp4,9,2.164841652
053_095.mp4,27,0.711023542
054_071.mp4,2,2.827554464
055_147.mp4,35,0.507097146
056_996.mp4,37,0.451875468
057_070.mp4,44,0.450201639
058_039.mp4,19,1.480918421
059_050.mp4,60,0.546995191
060_088.mp4,63,0.577637534
061_080.mp4,28,0.536848148
062_066.mp4,43,0.448657933
063_041.mp4,87,0.480311682
064_991.mp4,15,0.839978252
065_089.mp4,1,0
066_062.mp4,31,0.649654667
067_025.mp4,1,0
068_028.mp4,3,2.759622693
069_961.mp4,25,1.394414018
070_057.mp4,2,5.429482937
071_054.mp4,38,0.543364828
072_037.mp4,6,2.122119236
073_024.mp4,0,0
074_825.mp4,0,0
075_977.mp4,12,2.391400229
076_079.mp4,0,0
077_100.mp4,1,0
078_955.mp4,4,5.115403255
079_076.mp4,43,0.473836757
080_061.mp4,43,0.518237074
081_087.mp4,45,1.213446189
082_103.mp4,4,1.83063825
083_213.mp4,44,0.751518366
084_042.mp4,31,0.694979024
085_124.mp4,6,1.109911251
086_090.mp4,0,0
087_081.mp4,17,0.85902527
088_060.mp4,34,0.920255206
089_065.mp4,76,0.470223042
090_086.mp4,63,0.515222699
091_116.mp4,25,1.165502598
092_098.mp4,39,0.540971913
093_121.mp4,2,0.885899305
094_111.mp4,56,0.470053244
095_053.mp4,14,2.829372993
096_101.mp4,0,0
097_033.mp4,42,0.524552764
098_092.mp4,30,0.455064971
099_295.mp4,5,6.315022469
100_077.mp4,12,1.454506506
101_096.mp4,68,0.769132536
102_114.mp4,38,0.468760574
103_082.mp4,22,1.258612814
104_126.mp4,38,0.563209353
105_180.mp4,14,0.860437026
106_198.mp4,36,0.460526705
107_109.mp4,17,1.404044881
108_052.mp4,11,0.831249046
109_107.mp4,3,6.431641459
110_043.mp4,26,0.966472197
111_094.mp4,8,1.643106971
112_892.mp4,8,2.79596843
113_983.mp4,8,3.395379714
114_102.mp4,105,0.553873181
115_939.mp4,6,2.127633476
116_091.mp4,6,2.927570343
117_217.mp4,55,0.484009359
118_120.mp4,9,1.153496802
119_123.mp4,17,1.379963025
120_118.mp4,31,0.586372805
121_093.mp4,3,8.755859375
122_144.mp4,5,3.412498653
123_119.mp4,4,7.225139459
124_085.mp4,14,1.086936492
125_038.mp4,2,18.28636241
126_104.mp4,3,2.326849103
127_129.mp4,70,0.584842799
128_896.mp4,60,0.56500936
129_127.mp4,33,0.486746334
130_139.mp4,7,3.561984897
131_518.mp4,19,0.764359024
132_007.mp4,35,0.544377425
133_148.mp4,9,3.696458399
134_192.mp4,6,1.81423564
135_880.mp4,1,0
136_285.mp4,2,0.543982029
137_165.mp4,60,0.46691667
138_142.mp4,41,0.457483202
139_130.mp4,0,0
140_143.mp4,49,0.455994725
141_161.mp4,4,5.763267517
142_138.mp4,6,6.440390205
143_140.mp4,37,0.508278893
144_122.mp4,11,1.337115526
145_299.mp4,1,0
146_256.mp4,11,3.86761663
147_055.mp4,18,1.723927273
148_133.mp4,11,1.347036862
149_152.mp4,1,0
150_153.mp4,2,13.12575316
151_225.mp4,23,0.726788835
152_149.mp4,13,1.117012242
153_150.mp4,73,0.458945377
154_386.mp4,55,0.526032629
155_576.mp4,44,0.816874277
156_243.mp4,24,0.533230128
157_245.mp4,24,0.828006661
158_379.mp4,21,0.637236857
159_175.mp4,30,0.507120297
160_928.mp4,7,2.483142455
161_141.mp4,4,1.952668508
162_330.mp4,9,3.285923243
163_031.mp4,30,0.472515468
164_216.mp4,20,2.0175035
165_137.mp4,13,0.823808551
166_167.mp4,2,17.26529741
167_166.mp4,12,1.17666717
168_222.mp4,0,0
169_227.mp4,43,0.689169072
170_186.mp4,14,2.04760258
171_173.mp4,28,0.904016353
172_582.mp4,58,0.601247997
173_171.mp4,45,0.76637326
174_964.mp4,10,1.267399549
175_159.mp4,49,0.466385861
176_190.mp4,11,1.501272988
177_211.mp4,9,1.596295208
178_598.mp4,19,1.236321476
179_212.mp4,19,3.01858392
180_105.mp4,43,0.611812824
181_199.mp4,48,0.460061611
182_242.mp4,0,0
183_253.mp4,11,1.579302526
184_205.mp4,3,7.711961865
185_276.mp4,0,0
186_170.mp4,24,0.703004796
187_234.mp4,79,0.582414407
188_191.mp4,1,0
189_200.mp4,51,0.462011633
190_176.mp4,4,5.114764373
