Video_ID,Video_Time,Blink_count,Ave_count,Avg Time varibale(5sec)
000_003.mp4,15.84,12,1.5716330138119785,3.3333333333333335
001_870.mp4,18.4,9,1.941699743270874,2.0
002_006.mp4,23.1,34,0.985753160534483,6.25
003_000.mp4,12.12,15,0.9484203372682843,6.0
004_982.mp4,12.36,22,0.6448031493595668,8.0
005_010.mp4,15.4,17,1.0579184889793396,5.666666666666667
006_002.mp4,10.333333333333334,13,0.47450369596481323,6.5
007_132.mp4,20.2,1,0,0.25
008_990.mp4,25.48,15,2.05824453490121,2.8
009_027.mp4,19.6,11,2.0323165893554687,2.3333333333333335
010_005.mp4,18.96,6,3.618508291244507,1.6666666666666667
011_805.mp4,26.333333333333332,64,0.47511803536188035,12.0
012_026.mp4,14.52,9,1.589805692434311,3.5
013_883.mp4,13.28,0,0,0.0
014_790.mp4,22.533333333333335,67,0.47912630529114697,15.0
015_919.mp4,14.566666666666666,39,0.5402436946567736,14.0
016_209.mp4,22.6,45,0.7097398692911322,10.0
017_803.mp4,15.92,0,0,0.0
018_019.mp4,14.4,0,0,0.0
019_018.mp4,46.166666666666664,20,3.449325724651939,2.111111111111111
020_344.mp4,15.6,39,0.4735177943581029,12.666666666666666
021_312.mp4,14.366666666666667,12,1.3299006548794834,5.0
022_489.mp4,10.833333333333334,1,0,0.5
023_923.mp4,22.12,13,2.1318616469701133,3.0
024_073.mp4,12.24,7,2.394859552383423,2.5
025_067.mp4,24.9,2,12.04790997505188,0.5
026_012.mp4,12.88,19,0.8219412697686089,7.5
027_009.mp4,10.5,17,0.9003791064023972,7.5
028_068.mp4,14.466666666666667,0,0,0.0
029_048.mp4,16.64,1,0,0.3333333333333333
030_193.mp4,9.9,6,1.4031779766082764,1.0
031_163.mp4,16.066666666666666,0,0,0.0
032_944.mp4,10.333333333333334,0,0,0.0
033_097.mp4,32.36,74,0.5177919211452955,11.666666666666666
034_590.mp4,13.566666666666666,1,0,0.5
035_036.mp4,16.92,0,0,0.0
036_035.mp4,13.48,0,0,0.0
037_072.mp4,18.16,12,1.7637577056884766,3.3333333333333335
038_125.mp4,10.166666666666666,0,0,0.0
039_058.mp4,20.3,61,0.47457348903020224,15.0
040_997.mp4,21.92,7,2.88047456741333,2.0
041_063.mp4,13.96,6,2.754545879364014,1.0
042_084.mp4,14.083333333333334,11,1.457448148727417,4.5
043_110.mp4,16.5,49,0.4845757782459259,15.0
044_945.mp4,11.166666666666666,9,1.7452614307403564,4.0
045_889.mp4,14.0,0,0,0.0
046_904.mp4,16.8,0,0,0.0
047_862.mp4,10.633333333333333,4,4.52028759320577,2.0
048_029.mp4,19.4,0,0,0.0
049_946.mp4,12.0,8,2.2443691662379672,2.5
050_059.mp4,21.2,7,3.464858889579773,1.5
051_332.mp4,28.68,47,0.7054908171943997,8.0
052_108.mp4,10.766666666666667,7,2.523580312728882,3.5
053_095.mp4,16.68,6,3.3529057025909426,1.3333333333333333
054_071.mp4,12.266666666666667,0,0,0.0
055_147.mp4,13.133333333333333,29,0.6533893261637006,12.0
056_996.mp4,14.92,37,0.4744141697883606,12.5
057_070.mp4,17.24,37,0.556384629673428,11.333333333333334
058_039.mp4,22.3,0,0,0.0
059_050.mp4,28.84,66,0.5217800213740422,11.4
060_088.mp4,33.76,36,1.0779735088348388,5.333333333333333
061_080.mp4,13.48,9,1.6042335033416748,3.0
062_066.mp4,14.1,42,0.4797706778456525,15.0
063_041.mp4,37.2,74,0.5988421734065226,10.0
064_991.mp4,16.08,12,1.0059997818686746,4.0
065_089.mp4,17.68,0,0,0.0
066_062.mp4,14.5,1,0,0.5
067_025.mp4,17.933333333333334,0,0,0.0
068_028.mp4,13.366666666666667,2,15.357131719589233,0.5
069_961.mp4,25.8,17,2.0992846339941025,3.2
070_057.mp4,14.68,2,5.728173494338989,0.5
071_054.mp4,15.1,16,1.3815428256988525,5.333333333333333
072_037.mp4,12.44,1,0,0.0
073_024.mp4,28.12,0,0,0.0
074_825.mp4,13.8,0,0,0.0
075_977.mp4,20.433333333333334,2,9.390777587890625,0.5
076_079.mp4,10.966666666666667,0,0,0.0
077_100.mp4,24.44,0,0,0.0
078_955.mp4,20.92,0,0,0.0
079_076.mp4,14.133333333333333,43,0.47233465171995614,15.0
080_061.mp4,19.32,34,0.6716786875869288,8.666666666666666
081_087.mp4,46.8,25,2.232887953519821,2.5555555555555554
082_103.mp4,12.64,0,0,0.0
083_213.mp4,18.166666666666668,28,0.930588545622649,8.333333333333334
084_042.mp4,25.0,28,0.6673065379813865,5.6
085_124.mp4,13.16,0,0,0.0
086_090.mp4,31.166666666666668,0,0,0.0
087_081.mp4,12.36,4,0.8623956839243571,2.0
088_060.mp4,26.6,22,1.391369490396409,4.2
089_065.mp4,30.04,75,0.47474751601348053,12.5
090_086.mp4,22.9,19,1.7999818060133193,4.0
091_116.mp4,21.3,11,2.8829172372817995,2.25
092_098.mp4,18.4,13,1.7972127199172974,3.3333333333333335
093_121.mp4,12.833333333333334,1,0,0.5
094_111.mp4,22.36,56,0.47647318840026853,12.5
095_053.mp4,40.24,0,0,0.0
096_101.mp4,16.8,0,0,0
097_033.mp4,19.12,9,2.806538909673691,2.0
