檔案名稱,影片秒數,眨眼次數,平均眨眼秒數
01_02__exit_phone_room__YVGY8LOK.mp4,8.75,1,0
01_02__hugging_happy__YVGY8LOK.mp4,24.083333333333332,8,3.3181627137320384
01_02__meeting_serious__YVGY8LOK.mp4,43.5,0,0
01_02__outside_talking_still_laughing__YVGY8LOK.mp4,30.291666666666668,50,0.6705526235152264
01_02__secret_conversation__YVGY8LOK.mp4,37.708333333333336,0,0
01_02__talking_against_wall__YVGY8LOK.mp4,35.041666666666664,6,6.0804962635040285
01_02__talking_angry_couch__YVGY8LOK.mp4,60.625,50,1.275985031711812
01_02__walking_and_outside_surprised__YVGY8LOK.mp4,33.666666666666664,39,0.8764492210588957
01_02__walking_down_indoor_hall_disgust__YVGY8LOK.mp4,32.208333333333336,55,0.5409815708796183
01_02__walking_outside_cafe_disgusted__YVGY8LOK.mp4,9.166666666666666,4,3.1325948238372803
01_02__walk_down_hall_angry__YVGY8LOK.mp4,9.041666666666666,3,0.49065256118774414
01_03__exit_phone_room__480LQD1C.mp4,8.708333333333334,1,0
01_03__hugging_happy__ISF9SP4G.mp4,25.208333333333332,5,2.475616931915283
01_03__kitchen_pan__JZUXXFRB.mp4,18.958333333333332,0,0
01_03__kitchen_still__JZUXXFRB.mp4,22.041666666666668,1,0
01_03__meeting_serious__JZUXXFRB.mp4,43.541666666666664,0,0
01_03__outside_talking_pan_laughing__ISF9SP4G.mp4,21.041666666666668,37,0.6234367158677843
01_03__outside_talking_still_laughing__JZUXXFRB.mp4,31.041666666666668,43,0.7632585820697603
01_03__podium_speech_happy__480LQD1C.mp4,37.416666666666664,26,1.492852725982666
01_03__podium_speech_happy__JZUXXFRB.mp4,37.291666666666664,27,1.4397777777451735
01_03__secret_conversation__480LQD1C.mp4,37.375,0,0
01_03__talking_against_wall__JZUXXFRB.mp4,35.125,1,0
01_03__talking_angry_couch__ISF9SP4G.mp4,61.083333333333336,54,1.2377593247395642
01_03__talking_angry_couch__JZUXXFRB.mp4,60.625,58,1.0790942468141254
01_03__walking_and_outside_surprised__JZUXXFRB.mp4,33.166666666666664,40,0.8408112709338849
01_04__exit_phone_room__0XUW13RW.mp4,9.208333333333334,1,0
01_04__hugging_happy__GBC7ZGDP.mp4,22.416666666666668,10,2.293902423646715
01_04__kitchen_pan__GBC7ZGDP.mp4,19.75,1,0
01_04__kitchen_still__GBC7ZGDP.mp4,20.041666666666668,1,0
01_04__meeting_serious__0XUW13RW.mp4,43.541666666666664,0,0
01_04__outside_talking_still_laughing__0XUW13RW.mp4,30.333333333333332,59,0.5606580890458206
01_04__podium_speech_happy__0XUW13RW.mp4,37.375,33,1.1739333868026733
01_04__podium_speech_happy__6I623VU9.mp4,37.375,41,0.9503098487854004
01_04__podium_speech_happy__GBC7ZGDP.mp4,37.416666666666664,38,1.0205550773723706
01_04__talking_angry_couch__0XUW13RW.mp4,61.041666666666664,65,0.9677453525364399
01_04__walking_and_outside_surprised__GBC7ZGDP.mp4,33.25,48,0.7608046734586675
01_04__walking_down_street_outside_angry__0XUW13RW.mp4,18.833333333333332,3,0.4487854242324829
01_04__walking_down_street_outside_angry__GBC7ZGDP.mp4,17.958333333333332,3,0.4487999677658081
01_04__walking_outside_cafe_disgusted__0XUW13RW.mp4,9.5,9,1.0659010410308838
01_04__walk_down_hall_angry__0XUW13RW.mp4,9.833333333333334,2,0.5096380710601807
01_04__walk_down_hall_angry__GBC7ZGDP.mp4,9.333333333333334,2,0.4916853904724121
01_09__exit_phone_room__6TSGVLHA.mp4,9.125,0,0
01_09__hugging_happy__SJZRV69J.mp4,21.25,7,1.3171457052230835
01_09__kitchen_pan__6TSGVLHA.mp4,20.333333333333332,2,2.124321699142456
01_09__secret_conversation__SJZRV69J.mp4,0.5416666666666666,0,0
01_09__talking_angry_couch__O8HNNX43.mp4,57.291666666666664,75,0.7821578109586561
01_09__talking_angry_couch__P70H1JB0.mp4,60.958333333333336,69,0.9057383116553811
01_09__walk_down_hall_angry__P70H1JB0.mp4,9.041666666666666,2,0.44580817222595215
01_11__exit_phone_room__4OJNJLOO.mp4,9.208333333333334,1,0
01_11__exit_phone_room__9229VVZ3.mp4,8.833333333333334,1,0
01_11__hugging_happy__4OJNJLOO.mp4,24.125,8,3.186554261616298
01_11__hugging_happy__5OVT6C66.mp4,23.375,9,1.1180114448070526
01_11__hugging_happy__EKE2KNRE.mp4,22.5,8,1.2116996220179967
01_11__hugging_happy__P06JKA75.mp4,21.458333333333332,9,1.0887497663497925
01_11__kitchen_pan__WIZ7GKOD.mp4,18.0,4,3.9666022459665933
01_11__kitchen_still__5OVT6C66.mp4,22.458333333333332,1,0
01_11__meeting_serious__18HYCC8C.mp4,43.541666666666664,0,0
01_11__meeting_serious__9OM3VE0Y.mp4,43.541666666666664,0,0
01_11__meeting_serious__FAFWDR4W.mp4,43.541666666666664,0,0
01_11__meeting_serious__FCNL2OVP.mp4,43.541666666666664,0,0
01_11__meeting_serious__WIZ7GKOD.mp4,38.375,0,0
01_11__outside_talking_pan_laughing__9OM3VE0Y.mp4,20.875,24,0.9641092134558636
01_11__outside_talking_pan_laughing__LL4RUKZA.mp4,21.166666666666668,28,0.8420559565226237
01_11__outside_talking_pan_laughing__UQ0BOBNO.mp4,20.666666666666668,38,0.6070924514048809
01_11__outside_talking_pan_laughing__WIZ7GKOD.mp4,21.083333333333332,31,0.7578063329060872
01_11__outside_talking_still_laughing__4OJNJLOO.mp4,30.625,42,0.8160739293912562
01_11__outside_talking_still_laughing__9229VVZ3.mp4,29.75,40,0.8350841999053955
01_11__podium_speech_happy__WIZ7GKOD.mp4,37.25,22,1.8695514315650577
01_11__secret_conversation__4OJNJLOO.mp4,37.541666666666664,0,0
01_11__secret_conversation__WIZ7GKOD.mp4,0.5,1,0
01_11__talking_against_wall__4OJNJLOO.mp4,34.958333333333336,4,12.420494794845581
