video_id,blink_count,avg_blink_duration,label,,,
000.mp4,9,1.898395211,1,,,VAR.S（樣本變異數）
001.mp4,11,1.441584611,1,,,350.9196947
002.mp4,53,0.629911487,1,,,
003.mp4,28,0.509106203,1,,,AVERAGE 
004.mp4,13,0.936296841,1,,,18.135
005.mp4,6,2.133560467,1,,,
006.mp4,15,0.779904468,1,,,
007.mp4,26,0.968871956,1,,,
008.mp4,19,1.47141793,1,,,
009.mp4,47,0.636686403,1,,,
010.mp4,18,1.38532682,1,,,
011.mp4,14,1.824088592,1,,,
012.mp4,9,1.871873617,1,,,
013.mp4,0,0,1,,,
014.mp4,48,0.709568135,1,,,
015.mp4,23,0.861512043,1,,,
016.mp4,16,2.029321496,1,,,
017.mp4,18,1.186936869,1,,,
018.mp4,20,1.149704544,1,,,
019.mp4,4,15.40991974,1,,,
020.mp4,38,0.538441729,1,,,
021.mp4,35,0.634430037,1,,,
022.mp4,1,0,1,,,
023.mp4,0,0,1,,,
024.mp4,6,2.194760084,1,,,
025.mp4,0,0,1,,,
026.mp4,17,0.900958404,1,,,
027.mp4,5,1.891432285,1,,,
028.mp4,1,0,1,,,
029.mp4,0,0,1,,,
030.mp4,9,1.243792236,1,,,
031.mp4,23,1.095275109,1,,,
032.mp4,11,1.349247718,1,,,
033.mp4,78,0.536011163,1,,,
034.mp4,24,0.884756835,1,,,
035.mp4,1,0,1,,,
036.mp4,9,2.034046143,1,,,
037.mp4,3,5.418164372,1,,,
038.mp4,1,0,1,,,
039.mp4,13,2.600249867,1,,,
040.mp4,5,6.428316474,1,,,
041.mp4,18,0.946407613,1,,,
042.mp4,20,0.872595925,1,,,
043.mp4,32,0.835191442,1,,,
044.mp4,8,2.285130365,1,,,
045.mp4,3,8.835444808,1,,,
046.mp4,5,4.235927105,1,,,
047.mp4,9,1.91122672,1,,,
048.mp4,18,0.945002093,1,,,
049.mp4,7,2.710238695,1,,,
050.mp4,53,0.48128863,1,,,
051.mp4,27,1.247863953,1,,,
052.mp4,4,5.903440555,1,,,
053.mp4,0,0,1,,,
054.mp4,12,1.520759019,1,,,
055.mp4,25,0.770838569,1,,,
056.mp4,19,0.79990081,1,,,
057.mp4,10,1.727990468,1,,,
058.mp4,64,0.493659678,1,,,
059.mp4,44,0.798765842,1,,,
060.mp4,63,0.647524849,1,,,
061.mp4,18,0.768168996,1,,,
062.mp4,8,2.4517591,1,,,
063.mp4,27,1.599715306,1,,,
064.mp4,26,0.682126598,1,,,
065.mp4,32,0.6867737,1,,,
066.mp4,43,0.467147146,1,,,
067.mp4,5,6.214560509,1,,,
068.mp4,1,0,1,,,
069.mp4,22,1.794652099,1,,,
070.mp4,22,0.826449122,1,,,
071.mp4,8,3.019634587,1,,,
072.mp4,7,2.004759391,1,,,
073.mp4,0,0,1,,,
074.mp4,3,5.307711601,1,,,
075.mp4,3,9.829888225,1,,,
076.mp4,12,1.446513913,1,,,
077.mp4,0,0,1,,,
078.mp4,8,3.410981655,1,,,
079.mp4,8,2.978094271,1,,,
080.mp4,14,1.660913889,1,,,
081.mp4,28,1.937532301,1,,,
082.mp4,3,4.122933388,1,,,
083.mp4,39,0.881934216,1,,,
084.mp4,21,1.156098127,1,,,
085.mp4,10,1.538480759,1,,,
086.mp4,7,6.292631308,1,,,
087.mp4,2,5.403545618,1,,,
088.mp4,10,3.186161889,1,,,
089.mp4,39,1.005115302,1,,,
090.mp4,8,1.972487518,1,,,
091.mp4,5,7.293520093,1,,,
092.mp4,46,0.541588773,1,,,
093.mp4,0,0,1,,,
094.mp4,4,3.601864179,1,,,
095.mp4,26,1.631865215,1,,,
096.mp4,0,0,1,,,
097.mp4,44,0.550344229,1,,,
098.mp4,28,0.51742091,1,,,
099.mp4,23,1.649614464,1,,,
100.mp4,9,2.049141705,1,,,
101.mp4,13,4.407849967,1,,,
102.mp4,39,0.484590625,1,,,
103.mp4,7,4.13179791,1,,,
104.mp4,21,1.072112012,1,,,
105.mp4,9,1.83712545,1,,,
106.mp4,17,0.768785432,1,,,
107.mp4,22,1.326455309,1,,,
108.mp4,10,1.712359799,1,,,
109.mp4,2,7.172008276,1,,,
110.mp4,36,0.833652803,1,,,
111.mp4,41,0.532042235,1,,,
112.mp4,13,2.122032424,1,,,
113.mp4,8,3.504796812,1,,,
114.mp4,17,2.954376712,1,,,
115.mp4,31,0.540771031,1,,,
116.mp4,5,3.068518698,1,,,
117.mp4,16,1.729631408,1,,,
118.mp4,33,0.505929917,1,,,
119.mp4,1,0,1,,,
120.mp4,4,5.965761423,1,,,
121.mp4,5,7.138055801,1,,,
122.mp4,13,0.898993731,1,,,
123.mp4,10,2.624004205,1,,,
124.mp4,1,0,1,,,
125.mp4,7,3.087775588,1,,,
126.mp4,17,0.733090088,1,,,
127.mp4,18,2.482580858,1,,,
128.mp4,43,0.904471278,1,,,
129.mp4,32,0.552283418,1,,,
130.mp4,5,5.818707049,1,,,
131.mp4,0,0,1,,,
132.mp4,5,2.063809514,1,,,
133.mp4,2,0.812864065,1,,,
134.mp4,4,2.840318282,1,,,
135.mp4,33,0.570773274,1,,,
136.mp4,32,0.947772726,1,,,
137.mp4,37,0.854057431,1,,,
138.mp4,0,0,1,,,
139.mp4,3,1.564910173,1,,,
140.mp4,46,0.550556405,1,,,
141.mp4,4,6.053163608,1,,,
142.mp4,51,0.934299364,1,,,
143.mp4,36,0.581485585,1,,,
144.mp4,6,2.249588537,1,,,
145.mp4,0,0,1,,,
146.mp4,57,0.920538583,1,,,
147.mp4,51,0.634669986,1,,,
148.mp4,17,1.231743664,1,,,
149.mp4,5,4.200318813,1,,,
150.mp4,13,1.550037841,1,,,
151.mp4,0,0,1,,,
152.mp4,0,0,1,,,
153.mp4,24,1.441805373,1,,,
154.mp4,10,2.253062275,1,,,
155.mp4,2,27.65804172,1,,,
156.mp4,8,1.064512934,1,,,
157.mp4,15,1.369520392,1,,,
158.mp4,37,0.629393392,1,,,
159.mp4,32,0.502353022,1,,,
160.mp4,1,0,1,,,
161.mp4,4,2.182176987,1,,,
162.mp4,31,1.176356053,1,,,
163.mp4,20,0.875233901,1,,,
164.mp4,13,3.735251427,1,,,
165.mp4,13,0.950020313,1,,,
166.mp4,15,2.368865728,1,,,
167.mp4,0,0,1,,,
168.mp4,5,8.988094747,1,,,
169.mp4,13,2.508029819,1,,,
170.mp4,12,2.732101224,1,,,
171.mp4,10,2.904727459,1,,,
172.mp4,74,0.500446829,1,,,
173.mp4,29,1.271825143,1,,,
174.mp4,3,0.817537904,1,,,
175.mp4,41,0.616297752,1,,,
176.mp4,3,6.231048107,1,,,
177.mp4,20,1.005403845,1,,,
178.mp4,19,1.213109149,1,,,
179.mp4,126,0.47916153,1,,,
180.mp4,11,2.647360802,1,,,
181.mp4,41,0.567581189,1,,,
182.mp4,1,0,1,,,
183.mp4,10,1.310221487,1,,,
184.mp4,3,7.429916978,1,,,
185.mp4,5,7.938664854,1,,,
186.mp4,17,1.198283598,1,,,
187.mp4,75,0.675751151,1,,,
188.mp4,6,2.768048429,1,,,
189.mp4,23,1.140140317,1,,,
190.mp4,11,1.841543126,1,,,
191.mp4,6,3.577990246,1,,,
192.mp4,10,1.597600142,1,,,
193.mp4,10,2.568650749,1,,,
194.mp4,13,2.071619908,1,,,
195.mp4,13,1.120464385,1,,,
196.mp4,25,0.823283126,1,,,
197.mp4,12,3.01819227,1,,,
198.mp4,38,0.485554012,1,,,
199.mp4,17,1.042887613,1,,,
200.mp4,36,0.999714879,1,,,
201.mp4,10,4.505977339,1,,,
202.mp4,10,0.826530695,1,,,
203.mp4,15,1.540432555,1,,,
204.mp4,11,2.311119795,1,,,
205.mp4,0,0,1,,,
206.mp4,0,0,1,,,
207.mp4,4,5.470495462,1,,,
208.mp4,3,4.636460423,1,,,
209.mp4,34,0.530607267,1,,,
210.mp4,71,0.570799708,1,,,
211.mp4,48,0.556868766,1,,,
212.mp4,4,2.093918403,1,,,
213.mp4,7,1.691097816,1,,,
214.mp4,19,1.193113671,1,,,
215.mp4,22,1.302761135,1,,,
216.mp4,8,2.425526381,1,,,
217.mp4,40,1.021762285,1,,,
218.mp4,20,0.873430842,1,,,
219.mp4,8,2.092924935,1,,,
220.mp4,2,15.85618734,1,,,
221.mp4,0,0,1,,,
222.mp4,1,0,1,,,
223.mp4,8,1.913382939,1,,,
224.mp4,6,4.456391382,1,,,
225.mp4,1,0,1,,,
226.mp4,17,0.920357376,1,,,
227.mp4,21,1.072888577,1,,,
228.mp4,4,9.415679852,1,,,
229.mp4,1,0,1,,,
230.mp4,4,4.294317961,1,,,
231.mp4,45,0.61039024,1,,,
232.mp4,9,1.689565778,1,,,
233.mp4,27,1.274496601,1,,,
234.mp4,4,4.169470628,1,,,
235.mp4,20,0.671674239,1,,,
236.mp4,24,1.346676992,1,,,
237.mp4,30,1.117450122,1,,,
238.mp4,21,1.437789655,1,,,
239.mp4,9,2.227598011,1,,,
240.mp4,60,1.068524357,1,,,
241.mp4,8,1.293428762,1,,,
242.mp4,0,0,1,,,
243.mp4,32,0.47924574,1,,,
244.mp4,7,4.381322463,1,,,
245.mp4,8,1.604185138,1,,,
246.mp4,1,0,1,,,
247.mp4,4,4.865864197,1,,,
248.mp4,6,4.453925562,1,,,
249.mp4,33,0.988470852,1,,,
250.mp4,23,1.080270865,1,,,
251.mp4,8,2.568643297,1,,,
252.mp4,56,0.466425692,1,,,
253.mp4,10,2.35785826,1,,,
254.mp4,6,2.775845385,1,,,
255.mp4,16,1.611177556,1,,,
256.mp4,4,4.973969142,1,,,
257.mp4,33,1.162912965,1,,,
258.mp4,11,2.479772758,1,,,
259.mp4,39,0.579195794,1,,,
260.mp4,10,1.540097528,1,,,
261.mp4,2,32.92279863,1,,,
262.mp4,5,3.733499408,1,,,
263.mp4,16,0.94092927,1,,,
264.mp4,26,0.83795167,1,,,
265.mp4,9,4.017458469,1,,,
266.mp4,45,0.532727843,1,,,
267.mp4,21,0.71687125,1,,,
268.mp4,86,0.877214,1,,,
269.mp4,14,0.949574012,1,,,
270.mp4,31,0.515351756,1,,,
271.mp4,6,3.185117054,1,,,
272.mp4,23,0.728551453,1,,,
273.mp4,5,3.476279378,1,,,
274.mp4,0,0,1,,,
275.mp4,0,0,1,,,
276.mp4,10,1.713812272,1,,,
277.mp4,97,0.527246418,1,,,
278.mp4,15,1.565784267,1,,,
279.mp4,6,4.550492001,1,,,
280.mp4,13,1.861331503,1,,,
281.mp4,26,0.580353413,1,,,
282.mp4,8,3.480188744,1,,,
283.mp4,80,0.604332776,1,,,
284.mp4,15,1.945910726,1,,,
285.mp4,13,1.599422812,1,,,
286.mp4,43,0.824474658,1,,,
287.mp4,11,2.351318574,1,,,
288.mp4,2,6.468953133,1,,,
289.mp4,44,0.701451568,1,,,
290.mp4,13,1.686922053,1,,,
291.mp4,14,1.472027063,1,,,
292.mp4,5,3.717911303,1,,,
293.mp4,28,1.232596115,1,,,
294.mp4,13,2.475350877,1,,,
295.mp4,5,3.213007689,1,,,
296.mp4,1,0,1,,,
297.mp4,10,1.929498381,1,,,
298.mp4,35,0.726176718,1,,,
299.mp4,0,0,1,,,
300.mp4,10,3.020261765,1,,,
301.mp4,23,1.641242515,1,,,
302.mp4,0,0,1,,,
303.mp4,31,0.792096162,1,,,
304.mp4,16,2.092202632,1,,,
305.mp4,85,0.521758437,1,,,
306.mp4,12,2.681952021,1,,,
307.mp4,16,1.20136563,1,,,
308.mp4,37,0.674413787,1,,,
309.mp4,3,1.529464841,1,,,
310.mp4,37,0.499949151,1,,,
311.mp4,34,0.552842176,1,,,
312.mp4,10,1.973199076,1,,,
313.mp4,10,2.143540621,1,,,
314.mp4,35,0.606008347,1,,,
315.mp4,1,0,1,,,
316.mp4,4,6.528123776,1,,,
317.mp4,23,1.551161051,1,,,
318.mp4,0,0,1,,,
319.mp4,50,0.758021111,1,,,
320.mp4,16,1.63259778,1,,,
321.mp4,1,0,1,,,
322.mp4,5,3.525185347,1,,,
323.mp4,8,2.912053585,1,,,
324.mp4,6,9.020536184,1,,,
325.mp4,117,0.630834064,1,,,
326.mp4,61,0.799042197,1,,,
327.mp4,1,0,1,,,
328.mp4,14,1.206582069,1,,,
329.mp4,14,1.474622231,1,,,
330.mp4,5,2.541399896,1,,,
331.mp4,12,1.498629982,1,,,
332.mp4,59,0.630009532,1,,,
333.mp4,43,0.48527461,1,,,
334.mp4,1,0,1,,,
335.mp4,17,1.215339765,1,,,
336.mp4,9,2.401182294,1,,,
337.mp4,27,0.580886144,1,,,
338.mp4,27,1.695990562,1,,,
339.mp4,19,1.275485251,1,,,
340.mp4,5,3.993676126,1,,,
341.mp4,13,3.148224672,1,,,
342.mp4,10,1.614584128,1,,,
343.mp4,3,6.772290587,1,,,
344.mp4,52,0.577798493,1,,,
345.mp4,19,1.069588767,1,,,
346.mp4,8,3.658226286,1,,,
347.mp4,7,2.208845059,1,,,
348.mp4,0,0,1,,,
349.mp4,12,1.723337954,1,,,
350.mp4,5,4.780870318,1,,,
351.mp4,63,0.536669447,1,,,
352.mp4,15,1.285143018,1,,,
353.mp4,9,2.342975974,1,,,
354.mp4,11,2.212031698,1,,,
355.mp4,13,1.868847966,1,,,
356.mp4,53,0.537537391,1,,,
357.mp4,34,0.482078942,1,,,
358.mp4,0,0,1,,,
359.mp4,13,1.811786652,1,,,
360.mp4,26,0.808527279,1,,,
361.mp4,33,0.736561984,1,,,
362.mp4,4,3.500278552,1,,,
363.mp4,48,0.513398318,1,,,
364.mp4,65,0.515314441,1,,,
365.mp4,37,0.487333993,1,,,
366.mp4,0,0,1,,,
367.mp4,0,0,1,,,
368.mp4,54,0.740155976,1,,,
369.mp4,3,5.989448786,1,,,
370.mp4,8,2.847522395,1,,,
371.mp4,3,11.57466328,1,,,
372.mp4,2,3.538197517,1,,,
373.mp4,34,0.893059116,1,,,
374.mp4,34,0.943904205,1,,,
375.mp4,0,0,1,,,
376.mp4,12,1.660884294,1,,,
377.mp4,29,0.693753966,1,,,
378.mp4,4,2.805252632,1,,,
379.mp4,24,0.683424701,1,,,
380.mp4,0,0,1,,,
381.mp4,4,8.279530764,1,,,
382.mp4,7,2.525083582,1,,,
383.mp4,9,3.367799342,1,,,
384.mp4,7,4.487347523,1,,,
385.mp4,5,3.411012948,1,,,
386.mp4,26,1.181018858,1,,,
387.mp4,7,3.54678305,1,,,
388.mp4,0,0,1,,,
389.mp4,8,2.490735906,1,,,
390.mp4,15,2.994861637,1,,,
391.mp4,4,4.35712266,1,,,
