Video_name,happy,angry,sad,surprise,disgust,fear,neutral
000_003.mp4,0,0,101,0,109,183,1
001_870.mp4,0,0,464,0,0,0,0
002_006.mp4,299,0,186,7,6,247,0
003_000.mp4,250,0,6,0,0,16,31
004_982.mp4,4,0,230,5,0,73,1
005_010.mp4,0,0,365,0,0,24,0
006_002.mp4,56,0,172,5,2,54,21
007_132.mp4,0,0,71,2,45,359,0
008_990.mp4,0,0,317,0,0,321,0
009_027.mp4,151,0,31,0,0,406,0
010_005.mp4,2,0,204,0,70,244,1
011_805.mp4,1,4,696,44,211,303,7
012_026.mp4,0,0,291,1,0,71,0
013_883.mp4,0,0,120,18,22,129,0
014_790.mp4,51,0,670,0,0,1,0
015_919.mp4,53,0,150,101,7,125,1
016_209.mp4,0,0,530,0,91,57,0
017_803.mp4,0,0,181,10,0,60,0
018_019.mp4,42,0,86,4,65,234,0
019_018.mp4,40,0,1157,0,0,189,0
020_344.mp4,378,0,3,0,0,0,0
021_312.mp4,11,0,70,0,0,362,0
022_489.mp4,10,0,294,0,0,36,0
023_923.mp4,0,0,6,11,320,216,0
024_073.mp4,2,0,49,0,0,171,0
025_067.mp4,22,0,192,3,11,536,27
026_012.mp4,0,0,189,1,1,131,0
027_009.mp4,7,0,87,23,10,10,0
028_068.mp4,7,0,13,0,0,424,0
029_048.mp4,0,0,208,0,67,145,2
030_193.mp4,1,1,4,74,0,215,1
031_163.mp4,16,0,129,119,17,285,0
032_944.mp4,5,0,164,0,0,145,0
033_097.mp4,36,0,822,16,0,655,51
034_590.mp4,7,2,18,25,24,331,0
035_036.mp4,2,0,43,1,0,377,0
036_035.mp4,49,0,267,0,1,20,0
037_072.mp4,0,0,16,0,62,376,0
038_125.mp4,3,0,130,0,0,184,0
039_058.mp4,241,0,1,0,0,11,0
040_997.mp4,0,0,315,0,1,240,0
041_063.mp4,57,0,37,38,84,133,0
042_084.mp4,0,0,221,13,0,104,0
043_110.mp4,39,0,101,0,0,185,0
044_945.mp4,23,0,192,0,0,122,28
045_889.mp4,1,0,134,0,0,221,0
046_904.mp4,0,0,503,0,0,2,0
047_862.mp4,0,0,142,0,9,167,1
048_029.mp4,0,0,704,0,3,227,0
049_946.mp4,0,0,5,0,0,305,0
050_059.mp4,0,0,0,0,16,514,0
051_332.mp4,0,0,520,0,0,197,0
052_108.mp4,0,0,313,0,0,6,6
053_095.mp4,0,0,106,0,6,305,0
054_071.mp4,41,0,318,0,0,10,0
055_147.mp4,0,0,7,1,0,385,0
056_996.mp4,6,0,27,1,3,340,0
057_070.mp4,0,0,82,1,0,349,0
058_039.mp4,0,0,295,0,375,2,5
059_050.mp4,637,1,32,0,9,43,0
060_088.mp4,79,0,769,8,0,150,1
061_080.mp4,47,0,34,0,56,211,0
062_066.mp4,0,0,209,5,0,216,0
063_041.mp4,264,0,167,5,0,494,0
064_991.mp4,0,0,189,0,15,197,0
065_089.mp4,0,0,172,1,70,199,0
066_062.mp4,0,0,12,0,0,23,0
067_025.mp4,18,0,194,39,21,265,1
068_028.mp4,0,0,199,0,13,189,0
069_961.mp4,16,0,258,2,0,545,1
070_057.mp4,0,0,35,4,0,308,0
071_054.mp4,0,3,7,3,408,32,4
072_037.mp4,0,0,0,13,58,240,0
073_024.mp4,0,0,109,0,0,12,582
074_825.mp4,1,0,311,1,0,19,14
075_977.mp4,0,0,556,0,0,333,0
076_079.mp4,14,0,24,0,134,171,0
077_100.mp4,189,0,456,8,21,27,9
078_955.mp4,0,0,0,59,0,464,0
079_076.mp4,0,0,278,15,3,128,0
080_061.mp4,1,0,21,0,285,176,0
081_087.mp4,941,0,1,7,4,91,0
082_103.mp4,0,0,218,0,0,98,0
083_213.mp4,0,0,883,0,0,526,2
084_042.mp4,65,11,254,135,40,108,0
085_124.mp4,53,0,245,0,0,31,0
086_090.mp4,20,0,598,37,9,2,234
087_081.mp4,0,0,75,20,2,203,1
088_060.mp4,1,0,369,1,0,298,0
089_065.mp4,9,0,75,15,21,542,91
090_086.mp4,0,0,452,0,0,237,0
091_116.mp4,103,0,581,8,75,196,0
092_098.mp4,0,0,158,3,246,53,0
093_121.mp4,4,0,142,0,0,149,39
094_111.mp4,150,0,179,21,1,397,0
095_053.mp4,1,0,356,1,2,653,0
096_101.mp4,0,0,354,0,2,148,0
097_033.mp4,12,0,4,15,2,442,0
098_092.mp4,0,0,32,0,62,227,0
099_295.mp4,5,1,380,0,0,283,4
100_077.mp4,123,0,28,8,5,259,0
101_096.mp4,0,0,14,2,3,822,0
102_114.mp4,0,0,259,41,9,80,0
103_082.mp4,0,0,92,0,223,280,0
104_126.mp4,0,0,476,0,0,7,0
105_180.mp4,0,0,259,0,0,36,9
106_198.mp4,0,0,3,0,3,350,0
107_109.mp4,0,0,553,0,3,0,0
108_052.mp4,0,0,114,0,0,179,8
109_107.mp4,0,0,131,0,7,162,0
110_043.mp4,0,0,5,0,84,476,0
111_094.mp4,29,0,384,2,1,16,0
112_892.mp4,6,2,355,0,0,20,0
113_983.mp4,1,0,401,1,0,441,0
114_102.mp4,0,9,7,25,1,1227,0
115_939.mp4,4,0,52,3,236,53,1
116_091.mp4,0,0,2,5,0,322,1
117_217.mp4,0,0,283,0,20,247,1
118_120.mp4,0,0,37,0,0,315,0
119_123.mp4,0,0,5,0,9,489,0
120_118.mp4,15,1,17,116,0,266,1
