Video_name,happy,angry,sad,surprise,disgust,fear,neutral,label,,
000_003.mp4,92,,,,,,,0,,VAR.S(樣本變異數)
001_870.mp4,0,,,,,,,0,,22814.83881
002_006.mp4,4,,,,,,,0,,
003_000.mp4,33,,,,,,,0,,
004_982.mp4,164,,,,,,,0,,
005_010.mp4,0,,,,,,,0,,
006_002.mp4,119,,,,,,,0,,
007_132.mp4,0,,,,,,,0,,
008_990.mp4,49,,,,,,,0,,
009_027.mp4,0,,,,,,,0,,
010_005.mp4,111,,,,,,,0,,
011_805.mp4,72,,,,,,,0,,
012_026.mp4,0,,,,,,,0,,
013_883.mp4,0,,,,,,,0,,
014_790.mp4,90,,,,,,,0,,
015_919.mp4,33,,,,,,,0,,
016_209.mp4,22,,,,,,,0,,
017_803.mp4,0,,,,,,,0,,
018_019.mp4,27,,,,,,,0,,
019_018.mp4,0,,,,,,,0,,
020_344.mp4,5,,,,,,,0,,
021_312.mp4,0,,,,,,,0,,
022_489.mp4,152,,,,,,,0,,
023_923.mp4,365,,,,,,,0,,
024_073.mp4,0,,,,,,,0,,
025_067.mp4,177,,,,,,,0,,
026_012.mp4,3,,,,,,,0,,
027_009.mp4,50,,,,,,,0,,
028_068.mp4,11,,,,,,,0,,
029_048.mp4,29,,,,,,,0,,
030_193.mp4,0,,,,,,,0,,
031_163.mp4,62,,,,,,,0,,
032_944.mp4,0,,,,,,,0,,
033_097.mp4,635,,,,,,,0,,
034_590.mp4,7,,,,,,,0,,
035_036.mp4,0,,,,,,,0,,
036_035.mp4,0,,,,,,,0,,
037_072.mp4,0,,,,,,,0,,
038_125.mp4,0,,,,,,,0,,
039_058.mp4,1,,,,,,,0,,
040_997.mp4,8,,,,,,,0,,
041_063.mp4,1,,,,,,,0,,
042_084.mp4,0,,,,,,,0,,
043_110.mp4,24,,,,,,,0,,
044_945.mp4,0,,,,,,,0,,
045_889.mp4,0,,,,,,,0,,
046_904.mp4,117,,,,,,,0,,
047_862.mp4,0,,,,,,,0,,
048_029.mp4,78,,,,,,,0,,
049_946.mp4,0,,,,,,,0,,
050_059.mp4,85,,,,,,,0,,
051_332.mp4,145,,,,,,,0,,
052_108.mp4,15,,,,,,,0,,
053_095.mp4,36,,,,,,,0,,
054_071.mp4,77,,,,,,,0,,
055_147.mp4,379,,,,,,,0,,
056_996.mp4,46,,,,,,,0,,
057_070.mp4,60,,,,,,,0,,
058_039.mp4,36,,,,,,,0,,
059_050.mp4,669,,,,,,,0,,
060_088.mp4,60,,,,,,,0,,
061_080.mp4,6,,,,,,,0,,
062_066.mp4,82,,,,,,,0,,
063_041.mp4,55,,,,,,,0,,
064_991.mp4,217,,,,,,,0,,
065_089.mp4,396,,,,,,,0,,
066_062.mp4,0,,,,,,,0,,
067_025.mp4,0,,,,,,,0,,
068_028.mp4,7,,,,,,,0,,
069_961.mp4,24,,,,,,,0,,
070_057.mp4,0,,,,,,,0,,
071_054.mp4,29,,,,,,,0,,
072_037.mp4,36,,,,,,,0,,
073_024.mp4,0,,,,,,,0,,
074_825.mp4,0,,,,,,,0,,
075_977.mp4,1,,,,,,,0,,
076_079.mp4,22,,,,,,,0,,
077_100.mp4,167,,,,,,,0,,
078_955.mp4,30,,,,,,,0,,
079_076.mp4,5,,,,,,,0,,
080_061.mp4,157,,,,,,,0,,
081_087.mp4,439,,,,,,,0,,
082_103.mp4,0,,,,,,,0,,
083_213.mp4,456,,,,,,,0,,
084_042.mp4,54,,,,,,,0,,
085_124.mp4,1,,,,,,,0,,
086_090.mp4,0,,,,,,,0,,
087_081.mp4,1,,,,,,,0,,
088_060.mp4,136,,,,,,,0,,
089_065.mp4,14,,,,,,,0,,
090_086.mp4,26,,,,,,,0,,
091_116.mp4,55,,,,,,,0,,
092_098.mp4,0,,,,,,,0,,
093_121.mp4,1,,,,,,,0,,
094_111.mp4,0,,,,,,,0,,
095_053.mp4,64,,,,,,,0,,
096_101.mp4,49,,,,,,,0,,
097_033.mp4,1,,,,,,,0,,
098_092.mp4,4,,,,,,,0,,
099_295.mp4,10,,,,,,,0,,
100_077.mp4,91,,,,,,,0,,
101_096.mp4,2,,,,,,,0,,
102_114.mp4,107,,,,,,,0,,
103_082.mp4,16,,,,,,,0,,
104_126.mp4,59,,,,,,,0,,
105_180.mp4,1,,,,,,,0,,
106_198.mp4,7,,,,,,,0,,
107_109.mp4,14,,,,,,,0,,
108_052.mp4,0,,,,,,,0,,
109_107.mp4,4,,,,,,,0,,
110_043.mp4,221,,,,,,,0,,
111_094.mp4,179,,,,,,,0,,
112_892.mp4,13,,,,,,,0,,
113_983.mp4,0,,,,,,,0,,
114_102.mp4,1165,,,,,,,0,,
115_939.mp4,18,,,,,,,0,,
116_091.mp4,222,,,,,,,0,,
117_217.mp4,0,,,,,,,0,,
118_120.mp4,0,,,,,,,0,,
119_123.mp4,91,,,,,,,0,,
120_118.mp4,52,,,,,,,0,,
121_093.mp4,1,,,,,,,0,,
122_144.mp4,0,,,,,,,0,,
123_119.mp4,0,,,,,,,0,,
124_085.mp4,113,,,,,,,0,,
125_038.mp4,0,,,,,,,0,,
126_104.mp4,0,,,,,,,0,,
127_129.mp4,346,,,,,,,0,,
128_896.mp4,87,,,,,,,0,,
129_127.mp4,143,,,,,,,0,,
130_139.mp4,108,,,,,,,0,,
131_518.mp4,58,,,,,,,0,,
132_007.mp4,0,,,,,,,0,,
133_148.mp4,72,,,,,,,0,,
134_192.mp4,2,,,,,,,0,,
135_880.mp4,6,,,,,,,0,,
136_285.mp4,33,,,,,,,0,,
137_165.mp4,7,,,,,,,0,,
138_142.mp4,45,,,,,,,0,,
139_130.mp4,4,,,,,,,0,,
140_143.mp4,130,,,,,,,0,,
141_161.mp4,5,,,,,,,0,,
142_138.mp4,54,,,,,,,0,,
143_140.mp4,182,,,,,,,0,,
144_122.mp4,12,,,,,,,0,,
145_299.mp4,5,,,,,,,0,,
146_256.mp4,42,,,,,,,0,,
147_055.mp4,1,,,,,,,0,,
148_133.mp4,620,,,,,,,0,,
149_152.mp4,1,,,,,,,0,,
150_153.mp4,179,,,,,,,0,,
151_225.mp4,26,,,,,,,0,,
152_149.mp4,0,,,,,,,0,,
153_150.mp4,17,,,,,,,0,,
154_386.mp4,187,,,,,,,0,,
155_576.mp4,2,,,,,,,0,,
156_243.mp4,20,,,,,,,0,,
157_245.mp4,0,,,,,,,0,,
158_379.mp4,29,,,,,,,0,,
159_175.mp4,4,,,,,,,0,,
160_928.mp4,21,,,,,,,0,,
161_141.mp4,0,,,,,,,0,,
162_330.mp4,42,,,,,,,0,,
163_031.mp4,23,,,,,,,0,,
164_216.mp4,2,,,,,,,0,,
165_137.mp4,35,,,,,,,0,,
166_167.mp4,102,,,,,,,0,,
167_166.mp4,34,,,,,,,0,,
168_222.mp4,26,,,,,,,0,,
169_227.mp4,70,,,,,,,0,,
170_186.mp4,0,,,,,,,0,,
171_173.mp4,18,,,,,,,0,,
172_582.mp4,126,,,,,,,0,,
173_171.mp4,37,,,,,,,0,,
174_964.mp4,22,,,,,,,0,,
175_159.mp4,26,,,,,,,0,,
176_190.mp4,16,,,,,,,0,,
177_211.mp4,22,,,,,,,0,,
178_598.mp4,0,,,,,,,0,,
179_212.mp4,0,,,,,,,0,,
180_105.mp4,7,,,,,,,0,,
181_199.mp4,0,,,,,,,0,,
182_242.mp4,19,,,,,,,0,,
183_253.mp4,5,,,,,,,0,,
184_205.mp4,58,,,,,,,0,,
185_276.mp4,3,,,,,,,0,,
186_170.mp4,8,,,,,,,0,,
187_234.mp4,18,,,,,,,0,,
188_191.mp4,0,,,,,,,0,,
189_200.mp4,18,,,,,,,0,,
190_176.mp4,0,,,,,,,0,,
191_188.mp4,0,,,,,,,0,,
192_134.mp4,2,,,,,,,0,,
193_030.mp4,17,,,,,,,0,,
194_235.mp4,3,,,,,,,0,,
195_442.mp4,23,,,,,,,0,,
196_310.mp4,391,,,,,,,0,,
197_224.mp4,6,,,,,,,0,,
198_106.mp4,41,,,,,,,0,,
199_181.mp4,7,,,,,,,0,,
200_189.mp4,0,,,,,,,0,,
201_203.mp4,38,,,,,,,0,,
202_348.mp4,3,,,,,,,0,,
203_201.mp4,2,,,,,,,0,,
204_230.mp4,4,,,,,,,0,,
205_184.mp4,9,,,,,,,0,,
206_221.mp4,19,,,,,,,0,,
207_908.mp4,118,,,,,,,0,,
208_215.mp4,315,,,,,,,0,,
209_016.mp4,117,,,,,,,0,,
210_241.mp4,5,,,,,,,0,,
211_177.mp4,38,,,,,,,0,,
212_179.mp4,1,,,,,,,0,,
213_083.mp4,20,,,,,,,0,,
214_255.mp4,0,,,,,,,0,,
215_208.mp4,0,,,,,,,0,,
216_164.mp4,1,,,,,,,0,,
217_117.mp4,103,,,,,,,0,,
218_239.mp4,291,,,,,,,0,,
219_220.mp4,5,,,,,,,0,,
220_219.mp4,0,,,,,,,0,,
221_206.mp4,719,,,,,,,0,,
222_168.mp4,0,,,,,,,0,,
223_586.mp4,29,,,,,,,0,,
224_197.mp4,111,,,,,,,0,,
225_151.mp4,29,,,,,,,0,,
226_491.mp4,163,,,,,,,0,,
227_169.mp4,1,,,,,,,0,,
228_289.mp4,0,,,,,,,0,,
229_247.mp4,3,,,,,,,0,,
230_204.mp4,1,,,,,,,0,,
231_663.mp4,154,,,,,,,0,,
232_248.mp4,0,,,,,,,0,,
233_995.mp4,9,,,,,,,0,,
234_187.mp4,0,,,,,,,0,,
235_194.mp4,1,,,,,,,0,,
236_237.mp4,250,,,,,,,0,,
237_236.mp4,153,,,,,,,0,,
238_282.mp4,57,,,,,,,0,,
239_218.mp4,552,,,,,,,0,,
240_290.mp4,1,,,,,,,0,,
241_210.mp4,6,,,,,,,0,,
242_182.mp4,0,,,,,,,0,,
243_156.mp4,76,,,,,,,0,,
244_822.mp4,56,,,,,,,0,,
245_157.mp4,5,,,,,,,0,,
246_258.mp4,3,,,,,,,0,,
247_229.mp4,6,,,,,,,0,,
248_232.mp4,2,,,,,,,0,,
249_280.mp4,74,,,,,,,0,,
250_461.mp4,0,,,,,,,0,,
251_375.mp4,22,,,,,,,0,,
252_266.mp4,13,,,,,,,0,,
253_183.mp4,11,,,,,,,0,,
254_261.mp4,6,,,,,,,0,,
255_214.mp4,2,,,,,,,0,,
256_146.mp4,43,,,,,,,0,,
257_420.mp4,9,,,,,,,0,,
258_246.mp4,3,,,,,,,0,,
259_345.mp4,11,,,,,,,0,,
260_331.mp4,4,,,,,,,0,,
261_254.mp4,240,,,,,,,0,,
262_301.mp4,16,,,,,,,0,,
263_284.mp4,0,,,,,,,0,,
264_271.mp4,1,,,,,,,0,,
265_475.mp4,2,,,,,,,0,,
266_252.mp4,67,,,,,,,0,,
267_286.mp4,83,,,,,,,0,,
268_269.mp4,8,,,,,,,0,,
269_268.mp4,190,,,,,,,0,,
270_297.mp4,4,,,,,,,0,,
271_264.mp4,10,,,,,,,0,,
272_396.mp4,1,,,,,,,0,,
273_807.mp4,1,,,,,,,0,,
274_412.mp4,36,,,,,,,0,,
275_887.mp4,9,,,,,,,0,,
276_185.mp4,6,,,,,,,0,,
277_335.mp4,16,,,,,,,0,,
278_306.mp4,113,,,,,,,0,,
279_298.mp4,54,,,,,,,0,,
280_249.mp4,19,,,,,,,0,,
281_474.mp4,2,,,,,,,0,,
282_238.mp4,6,,,,,,,0,,
283_313.mp4,14,,,,,,,0,,
284_263.mp4,1,,,,,,,0,,
285_136.mp4,41,,,,,,,0,,
286_267.mp4,219,,,,,,,0,,
287_426.mp4,0,,,,,,,0,,
288_321.mp4,8,,,,,,,0,,
289_228.mp4,237,,,,,,,0,,
290_240.mp4,0,,,,,,,0,,
291_874.mp4,0,,,,,,,0,,
292_294.mp4,17,,,,,,,0,,
293_296.mp4,567,,,,,,,0,,
294_292.mp4,2,,,,,,,0,,
295_099.mp4,1,,,,,,,0,,
296_293.mp4,178,,,,,,,0,,
297_270.mp4,43,,,,,,,0,,
298_279.mp4,30,,,,,,,0,,
299_145.mp4,0,,,,,,,0,,
300_304.mp4,0,,,,,,,0,,
301_262.mp4,88,,,,,,,0,,
302_323.mp4,49,,,,,,,0,,
303_309.mp4,4,,,,,,,0,,
304_300.mp4,50,,,,,,,0,,
305_513.mp4,33,,,,,,,0,,
306_278.mp4,0,,,,,,,0,,
307_365.mp4,0,,,,,,,0,,
308_388.mp4,27,,,,,,,0,,
309_303.mp4,1,,,,,,,0,,
310_196.mp4,0,,,,,,,0,,
311_387.mp4,0,,,,,,,0,,
312_021.mp4,0,,,,,,,0,,
313_283.mp4,0,,,,,,,0,,
314_347.mp4,401,,,,,,,0,,
315_322.mp4,170,,,,,,,0,,
316_369.mp4,6,,,,,,,0,,
317_359.mp4,5,,,,,,,0,,
318_334.mp4,0,,,,,,,0,,
319_352.mp4,0,,,,,,,0,,
320_328.mp4,36,,,,,,,0,,
321_288.mp4,49,,,,,,,0,,
322_315.mp4,0,,,,,,,0,,
323_302.mp4,11,,,,,,,0,,
324_356.mp4,0,,,,,,,0,,
325_492.mp4,25,,,,,,,0,,
326_501.mp4,11,,,,,,,0,,
327_329.mp4,112,,,,,,,0,,
328_320.mp4,20,,,,,,,0,,
329_327.mp4,177,,,,,,,0,,
330_162.mp4,20,,,,,,,0,,
331_260.mp4,2,,,,,,,0,,
332_051.mp4,23,,,,,,,0,,
333_377.mp4,85,,,,,,,0,,
334_318.mp4,0,,,,,,,0,,
335_277.mp4,72,,,,,,,0,,
336_338.mp4,2,,,,,,,0,,
337_522.mp4,16,,,,,,,0,,
338_336.mp4,0,,,,,,,0,,
339_392.mp4,265,,,,,,,0,,
340_341.mp4,4,,,,,,,0,,
341_340.mp4,190,,,,,,,0,,
342_416.mp4,47,,,,,,,0,,
343_363.mp4,182,,,,,,,0,,
344_020.mp4,756,,,,,,,0,,
345_259.mp4,2,,,,,,,0,,
346_351.mp4,34,,,,,,,0,,
347_314.mp4,164,,,,,,,0,,
348_202.mp4,0,,,,,,,0,,
349_350.mp4,9,,,,,,,0,,
350_349.mp4,3,,,,,,,0,,
351_346.mp4,215,,,,,,,0,,
352_319.mp4,161,,,,,,,0,,
353_383.mp4,222,,,,,,,0,,
354_362.mp4,0,,,,,,,0,,
355_748.mp4,1,,,,,,,0,,
356_324.mp4,405,,,,,,,0,,
357_432.mp4,28,,,,,,,0,,
358_380.mp4,2,,,,,,,0,,
359_317.mp4,41,,,,,,,0,,
360_437.mp4,3,,,,,,,0,,
