emotion,,,
92,,,VAR.P(•¿≈È≈‹≤ßº∆)
0,,,19115.62491
4,,,
33,,,
164,,,
0,,,
119,,,
0,,,
49,,,
0,,,
111,,,
72,,,
0,,,
0,,,
90,,,
33,,,
22,,,
0,,,
27,,,
0,,,
5,,,
0,,,
152,,,
365,,,
0,,,
177,,,
3,,,
50,,,
11,,,
29,,,
0,,,
62,,,
0,,,
635,,,
7,,,
0,,,
0,,,
0,,,
0,,,
1,,,
8,,,
1,,,
0,,,
24,,,
0,,,
0,,,
117,,,
0,,,
78,,,
0,,,
85,,,
145,,,
15,,,
36,,,
77,,,
379,,,
46,,,
60,,,
36,,,
669,,,
60,,,
6,,,
82,,,
55,,,
217,,,
396,,,
0,,,
0,,,
7,,,
24,,,
0,,,
29,,,
36,,,
0,,,
0,,,
1,,,
22,,,
167,,,
30,,,
5,,,
157,,,
439,,,
0,,,
456,,,
54,,,
1,,,
0,,,
1,,,
136,,,
14,,,
26,,,
55,,,
0,,,
1,,,
0,,,
64,,,
49,,,
1,,,
4,,,
10,,,
91,,,
2,,,
107,,,
16,,,
59,,,
1,,,
7,,,
14,,,
0,,,
4,,,
221,,,
179,,,
13,,,
0,,,
1165,,,
18,,,
222,,,
0,,,
0,,,
91,,,
52,,,
1,,,
0,,,
0,,,
113,,,
0,,,
0,,,
346,,,
87,,,
143,,,
108,,,
58,,,
0,,,
72,,,
2,,,
6,,,
33,,,
7,,,
45,,,
4,,,
130,,,
5,,,
54,,,
182,,,
12,,,
5,,,
42,,,
1,,,
620,,,
1,,,
179,,,
26,,,
0,,,
17,,,
187,,,
2,,,
20,,,
0,,,
29,,,
4,,,
21,,,
0,,,
42,,,
23,,,
2,,,
35,,,
102,,,
34,,,
26,,,
70,,,
0,,,
18,,,
126,,,
37,,,
22,,,
26,,,
16,,,
22,,,
0,,,
0,,,
7,,,
0,,,
19,,,
5,,,
58,,,
3,,,
8,,,
18,,,
0,,,
18,,,
0,,,
0,,,
2,,,
17,,,
3,,,
23,,,
391,,,
6,,,
41,,,
7,,,
0,,,
38,,,
3,,,
2,,,
4,,,
9,,,
19,,,
118,,,
315,,,
117,,,
5,,,
38,,,
1,,,
20,,,
0,,,
0,,,
1,,,
103,,,
291,,,
5,,,
0,,,
719,,,
0,,,
29,,,
111,,,
29,,,
163,,,
1,,,
0,,,
3,,,
1,,,
154,,,
0,,,
9,,,
0,,,
1,,,
250,,,
153,,,
57,,,
552,,,
1,,,
6,,,
0,,,
76,,,
56,,,
5,,,
3,,,
6,,,
2,,,
74,,,
0,,,
22,,,
13,,,
11,,,
6,,,
2,,,
43,,,
9,,,
3,,,
11,,,
4,,,
240,,,
16,,,
0,,,
1,,,
2,,,
67,,,
83,,,
8,,,
190,,,
4,,,
10,,,
1,,,
1,,,
36,,,
9,,,
6,,,
16,,,
113,,,
54,,,
19,,,
2,,,
6,,,
14,,,
1,,,
41,,,
219,,,
0,,,
8,,,
237,,,
0,,,
0,,,
17,,,
567,,,
2,,,
1,,,
178,,,
43,,,
30,,,
0,,,
0,,,
88,,,
49,,,
4,,,
50,,,
33,,,
0,,,
0,,,
27,,,
1,,,
0,,,
0,,,
0,,,
0,,,
401,,,
170,,,
6,,,
5,,,
0,,,
0,,,
36,,,
49,,,
0,,,
11,,,
0,,,
25,,,
11,,,
112,,,
20,,,
177,,,
20,,,
2,,,
23,,,
85,,,
0,,,
72,,,
2,,,
16,,,
0,,,
265,,,
4,,,
190,,,
47,,,
182,,,
756,,,
2,,,
34,,,
164,,,
0,,,
9,,,
3,,,
215,,,
161,,,
222,,,
0,,,
1,,,
405,,,
28,,,
2,,,
41,,,
3,,,
96,,,
29,,,
0,,,
239,,,
0,,,
3,,,
0,,,
0,,,
0,,,
2,,,
112,,,
31,,,
0,,,
11,,,
102,,,
0,,,
46,,,
123,,,
1,,,
7,,,
4,,,
2,,,
114,,,
381,,,
26,,,
7,,,
0,,,
31,,,
0,,,
5,,,
103,,,
24,,,
14,,,
0,,,
11,,,
9,,,
0,,,
9,,,
1,,,
160,,,
227,,,
3,,,
22,,,
88,,,
89,,,
0,,,
79,,,
0,,,
3,,,
39,,,
10,,,
120,,,
187,,,
50,,,
114,,,
0,,,
21,,,
6,,,
10,,,
87,,,
82,,,
0,,,
116,,,
0,,,
23,,,
0,,,
142,,,
4,,,
94,,,
0,,,
7,,,
3,,,
188,,,
102,,,
345,,,
39,,,
0,,,
0,,,
149,,,
0,,,
0,,,
95,,,
245,,,
219,,,
83,,,
47,,,
21,,,
0,,,
0,,,
2,,,
0,,,
10,,,
2,,,
0,,,
0,,,
0,,,
0,,,
4,,,
0,,,
2,,,
0,,,
3,,,
70,,,
139,,,
16,,,
1,,,
0,,,
86,,,
53,,,
20,,,
167,,,
265,,,
268,,,
4,,,
0,,,
12,,,
66,,,
4,,,
0,,,
7,,,
8,,,
3,,,
8,,,
0,,,
178,,,
12,,,
0,,,
0,,,
310,,,
0,,,
2,,,
115,,,
8,,,
333,,,
200,,,
96,,,
63,,,
143,,,
0,,,
62,,,
29,,,
25,,,
12,,,
23,,,
1,,,
15,,,
0,,,
0,,,
90,,,
241,,,
272,,,
122,,,
217,,,
2,,,
8,,,
0,,,
8,,,
0,,,
3,,,
6,,,
0,,,
0,,,
0,,,
0,,,
30,,,
2,,,
0,,,
44,,,
56,,,
